minute,FatigueIndex,activityLabel
4.01213333333333,2.46543604179072,walk
4.02891666666667,2.6097006441834,walk
4.0457,1.93644778866454,walk
4.06248333333333,1.48838845883181,walk
4.07926666666667,2.4771287825475,walk
4.09605,3.78254750175932,walk
4.11283333333333,3.63828289936664,walk
4.12961666666667,3.38845883180859,walk
4.1464,3.98646673523521,walk
4.16318333333333,3.92080333459644,walk
4.17996666666667,2.7596492177773,walk
4.19675,2.7596492177773,walk
4.21353333333333,2.7596492177773,walk
4.23031666666667,3.88415206164563,walk
4.2471,5.69212269354499,walk
4.26388333333333,8.28465589185137,walk
4.28066666666667,11.5556559414103,walk
4.29745,14.2478843651083,walk
4.31423333333333,14.1631250786808,walk
4.33101666666667,13.1352425099835,walk
4.3478,12.6269403515732,walk
4.36458333333333,12.6928103285395,walk
4.38136666666667,13.3116304621954,walk
4.39815,14.8406629562893,walk
4.41493333333333,18.0319385048449,walk
4.43171666666667,20.1700860715639,walk
4.4485,18.8247712878255,walk
4.46528333333333,16.0297846721993,walk
4.48206666666667,13.2672626630491,walk
4.49885,10.3983971917242,walk
4.51563333333333,7.35193361507183,walk
4.53241666666667,6.452012009582,walk
4.5492,9.08865942746011,walk
4.56598333333333,12.3261990298545,walk
4.58276666666667,14.7200469079352,walk
4.59955,17.6081712868395,walk
4.61633333333333,20.8304011259676,walk
4.63311666666667,22.1498944405348,walk
4.6499,22.2554539057002,walk
4.66668333333333,23.4727440047637,walk
4.68346666666667,23.2425161045851,walk
4.70025,22.2733719482488,walk
4.71703333333333,20.723650733503,walk
4.73381666666667,19.2267092513398,walk
4.7506,16.4788069073783,walk
4.76738333333333,16.2676879770476,walk
4.78416666666667,13.3873078434058,walk
4.80095,10.8129853646272,walk
4.81773333333333,7.84993183178842,walk
4.83451666666667,5.94986145881164,walk
4.8513,3.69944192760394,walk
4.86808333333333,3.29499104583609,walk
4.88486666666667,6.22682791697161,walk
4.90165,9.017589798872,walk
4.91843333333333,10.8822661680752,walk
4.93521666666667,11.2247660327425,walk
4.952,13.5786708315117,walk
4.96878333333333,12.5541288854277,walk
4.98556666666667,11.4788159242294,walk
5.00235,11.514209928003,walk
5.01913333333333,12.2800844475721,walk
5.03591666666667,12.8606615059817,walk
5.0527,13.8634764250528,walk
5.06948333333333,14.6551724137931,walk
5.08626666666667,16.4305743517566,walk
5.10304991455078,18.7865533481297,walk
5.11983333333333,18.1531965571374,walk
5.13661666666667,19.1065879932875,walk
5.1534,19.1593677258702,walk
5.17018333333333,17.5153467222433,walk
5.18696666666667,15.0874790234396,walk
5.20375,15.6489471120013,walk
5.22053333333333,14.0958696475938,walk
5.23731666666667,14.393439073242,walk
5.2541,15.2906945271477,walk
5.27088333333333,16.6551182807341,walk
5.28766666666667,16.9381259134954,walk
5.30445,16.8247171547664,walk
5.32123333333333,13.677042169653,walk
5.33801666666667,12.2211335462567,walk
